timestamp,angry,disgust,fear,happy,sad,surprise,neutral,dominant_emotion
2025-05-30 22:46:26.199205,0.0003290742461103,2.587874178061611e-06,0.011479714885354,0.4937509894371032,0.464756578207016,4.108926532353507e-06,0.0296769477427005,happy
2025-05-30 22:46:26.468526,7.68841656075541e-05,2.0987938890784958e-10,0.0024477351115179,0.9914485801993108,0.00555170579871,0.0001080663552461,0.0003670597653683,happy
2025-05-30 22:46:27.026161,0.0024573075652752,1.7119301789032e-11,0.000157463300929,0.0017537401171767,0.0004501879134327,1.277224233676104e-07,0.995181202601266,neutral
2025-05-30 22:46:28.747711,0.0270632617175579,1.4315264529329852e-08,0.0082502933219075,1.7960905097424984e-05,0.956389307975769,4.574203194351867e-05,0.0082334838807582,sad
2025-05-30 22:46:29.135305,0.0060898037627339,5.05258768157546e-08,0.4487592577934265,0.0349746532738208,0.0232531260699033,0.018694931641221,0.4682282209396362,neutral
2025-05-30 22:46:29.292463,0.0096562789920734,2.245493667178992e-07,0.1266004518628389,0.000857761937563,0.0002480783298397,0.8609721577746963,0.0016650339649637,surprise
2025-05-30 22:46:29.512842,0.1158395558595657,8.20873974589631e-05,0.2861862182617187,0.09802807867527,0.0129909180104732,0.4339370131492615,0.0529361888766288,surprise
2025-05-30 22:46:29.691629,0.2586800014185906,2.165381532141004e-07,0.0410716185612451,0.094901626998283,0.0162465302644092,0.0340258946434196,0.5550741288110095,neutral
2025-05-30 22:46:29.875905,0.0369847892793636,0.0013712198829969,0.6448438128549718,0.0402836499125331,0.0093680264415788,0.2469394201527989,0.0202091614530971,fear
2025-05-30 22:46:30.062048,0.0008508523385548,2.0229835013908513e-08,0.0760171905766243,0.0089277052985254,0.0002099333630741,0.8955098924344713,0.0184844333520193,surprise
2025-05-30 22:46:30.232613,0.2734636231341137,7.694650325244405e-06,0.6980259834543456,0.0033976270048395,0.0014115675262551,0.0136338769202755,0.0100596664881507,fear
2025-05-30 22:46:30.394205,0.0548377558588981,2.3665208573220294e-05,0.3668455481529236,0.3008098006248474,0.0056263944134116,0.1685944199562072,0.1032624021172523,fear
2025-05-30 22:46:30.690549,0.000919084646739,1.3941786392024369e-08,0.0537137910723686,0.0060440450906753,0.0048294658772647,0.3117744922637939,0.6227191686630249,neutral
2025-05-30 22:46:30.885568,0.1030002459883689,1.061937837221194e-05,0.7757920622825623,0.0049160439521074,0.002527578966692,0.1085427775979042,0.0052106394432485,fear
2025-05-30 22:46:31.083214,0.0032951878383755,1.630667378904604e-09,0.0597480461001396,0.0003819763951469,0.0217024348676204,0.0109794503077864,0.9038929343223572,neutral
2025-05-30 22:46:31.265346,0.1228008496402681,1.7878222621825993e-05,0.5598089623678968,0.0019496113531754,0.0350124756976991,0.1654003661393682,0.115009800790572,fear
2025-05-30 22:46:31.435233,0.3012779534624787,0.0056126237467005,0.5745052441659716,0.0013905990300684,0.0439692016821623,0.0630525760681972,0.0101917811224926,fear
2025-05-30 22:46:31.584068,0.042037196457386,7.939174247439951e-05,0.1257967203855514,0.0007198689272627,0.0002752307918854,0.8302643299102783,0.0008272604318335,surprise
2025-05-30 22:46:31.829697,0.2899025255383566,3.69845860621552e-05,0.2884798519897373,0.0121179155777642,0.0179882339679142,0.1727428688253682,0.2187316548068317,angry
2025-05-30 22:46:32.292390,0.2222668959061441,4.634132259254776e-06,0.0573508699149411,0.0071817403283262,0.1186147030362309,4.107342710248133e-05,0.594540095003849,neutral
2025-05-30 22:46:32.471168,0.186926763470576,1.352674270173212e-06,0.0092572659183899,0.6837027480425089,0.0118285089330976,1.2009217959563202e-05,0.1082714041037204,happy
2025-05-30 22:46:32.758459,0.3204948306083679,0.0004574650956783,0.0885822251439094,0.5311667919158936,0.0161824934184551,0.0003106250369455,0.0428055822849273,happy
2025-05-30 22:46:33.406650,0.1508953422307968,6.166951061459258e-05,0.797338604927063,0.0002710684493649,0.0030546854250133,0.0280974097549915,0.0202812477946281,fear
